Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","1.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","1.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","1.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","1.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","1.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","6.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","6.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","6.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","9.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","10.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","10.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","9.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","14.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","14.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","13.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","13.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","15.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","14","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","13.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","13.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","13.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","14.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","14.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","14.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","14.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","14.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","15.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","","E","Estimated value",""
